Ref_Date,GEO,STAT,TENURE,SUMMARY,Vector,Coordinate,Value
2011,Canada,Average expenditure per household,All classes,Communications,v54530466,1.1.1.13,1824
2012,Canada,Average expenditure per household,All classes,Communications,v54530466,1.1.1.13,1851
2013,Canada,Average expenditure per household,All classes,Communications,v54530466,1.1.1.13,1997
2014,Canada,Average expenditure per household,All classes,Communications,v54530466,1.1.1.13,2096
2010,Canada,Average expenditure per household,All classes,Telephone,v64476240,1.1.1.83,1301
2011,Canada,Average expenditure per household,All classes,Telephone,v64476240,1.1.1.83,1355
2012,Canada,Average expenditure per household,All classes,Telephone,v64476240,1.1.1.83,1360
2013,Canada,Average expenditure per household,All classes,Telephone,v64476240,1.1.1.83,1450
2014,Canada,Average expenditure per household,All classes,Telephone,v64476240,1.1.1.83,1484
2010,Canada,Average expenditure per household,All classes,Landline telephone services,v64476241,1.1.1.84,512
2011,Canada,Average expenditure per household,All classes,Landline telephone services,v64476241,1.1.1.84,482
2012,Canada,Average expenditure per household,All classes,Landline telephone services,v64476241,1.1.1.84,448
2013,Canada,Average expenditure per household,All classes,Landline telephone services,v64476241,1.1.1.84,427
2014,Canada,Average expenditure per household,All classes,Landline telephone services,v64476241,1.1.1.84,400
2010,Canada,Average expenditure per household,All classes,Cell phone and pager services,v64476242,1.1.1.85,731
2011,Canada,Average expenditure per household,All classes,Cell phone and pager services,v64476242,1.1.1.85,807
2012,Canada,Average expenditure per household,All classes,Cell phone and pager services,v64476242,1.1.1.85,833
2013,Canada,Average expenditure per household,All classes,Cell phone and pager services,v64476242,1.1.1.85,947
2014,Canada,Average expenditure per household,All classes,Cell phone and pager services,v64476242,1.1.1.85,992
2010,Canada,Average expenditure per household,All classes,Purchase of telephones and equipment,v64476243,1.1.1.86,57
2011,Canada,Average expenditure per household,All classes,Purchase of telephones and equipment,v64476243,1.1.1.86,66
2012,Canada,Average expenditure per household,All classes,Purchase of telephones and equipment,v64476243,1.1.1.86,79
2013,Canada,Average expenditure per household,All classes,Purchase of telephones and equipment,v64476243,1.1.1.86,76
2014,Canada,Average expenditure per household,All classes,Purchase of telephones and equipment,v64476243,1.1.1.86,92
2010,Canada,Average expenditure per household,All classes,Internet access services,v64476244,1.1.1.87,388
2011,Canada,Average expenditure per household,All classes,Internet access services,v64476244,1.1.1.87,415
2012,Canada,Average expenditure per household,All classes,Internet access services,v64476244,1.1.1.87,438
2013,Canada,Average expenditure per household,All classes,Internet access services,v64476244,1.1.1.87,488
2014,Canada,Average expenditure per household,All classes,Internet access services,v64476244,1.1.1.87,509
2010,Canada,Average expenditure per household,All classes,On-line services,v64476245,1.1.1.88,7
2011,Canada,Average expenditure per household,All classes,On-line services,v64476245,1.1.1.88,8
2012,Canada,Average expenditure per household,All classes,On-line services,v64476245,1.1.1.88,12
2013,Canada,Average expenditure per household,All classes,On-line services,v64476245,1.1.1.88,14
2014,Canada,Average expenditure per household,All classes,On-line services,v64476245,1.1.1.88,48
2010,Canada,Average expenditure per household,All classes,"Postal, courier and other communication services",v64476246,1.1.1.89,46
2011,Canada,Average expenditure per household,All classes,"Postal, courier and other communication services",v64476246,1.1.1.89,45
2012,Canada,Average expenditure per household,All classes,"Postal, courier and other communication services",v64476246,1.1.1.89,41
2013,Canada,Average expenditure per household,All classes,"Postal, courier and other communication services",v64476246,1.1.1.89,45
2014,Canada,Average expenditure per household,All classes,"Postal, courier and other communication services",v64476246,1.1.1.89,56
2010,Canada,Average expenditure per household,All classes,Domestic and other custodial services (excluding child care),v64476247,1.1.1.90,257
2011,Canada,Average expenditure per household,All classes,Domestic and other custodial services (excluding child care),v64476247,1.1.1.90,186
2012,Canada,Average expenditure per household,All classes,Domestic and other custodial services (excluding child care),v64476247,1.1.1.90,209
2013,Canada,Average expenditure per household,All classes,Domestic and other custodial services (excluding child care),v64476247,1.1.1.90,183
2014,Canada,Average expenditure per household,All classes,Domestic and other custodial services (excluding child care),v64476247,1.1.1.90,188
2010,Canada,Average expenditure per household,All classes,Pet expenses,v64476248,1.1.1.91,482
2011,Canada,Average expenditure per household,All classes,Pet expenses,v64476248,1.1.1.91,655
2012,Canada,Average expenditure per household,All classes,Pet expenses,v64476248,1.1.1.91,522
2013,Canada,Average expenditure per household,All classes,Pet expenses,v64476248,1.1.1.91,569
2014,Canada,Average expenditure per household,All classes,Pet expenses,v64476248,1.1.1.91,599
2010,Canada,Average expenditure per household,All classes,Pet food,v64476249,1.1.1.92,231
2011,Canada,Average expenditure per household,All classes,Pet food,v64476249,1.1.1.92,283
2012,Canada,Average expenditure per household,All classes,Pet food,v64476249,1.1.1.92,198
2013,Canada,Average expenditure per household,All classes,Pet food,v64476249,1.1.1.92,239
2014,Canada,Average expenditure per household,All classes,Pet food,v64476249,1.1.1.92,269
2010,Canada,Average expenditure per household,All classes,Purchase of pets and pet-related goods,v64476250,1.1.1.93,98
2011,Canada,Average expenditure per household,All classes,Purchase of pets and pet-related goods,v64476250,1.1.1.93,99
2012,Canada,Average expenditure per household,All classes,Purchase of pets and pet-related goods,v64476250,1.1.1.93,69
2013,Canada,Average expenditure per household,All classes,Purchase of pets and pet-related goods,v64476250,1.1.1.93,68
2014,Canada,Average expenditure per household,All classes,Purchase of pets and pet-related goods,v64476250,1.1.1.93,74
2010,Canada,Average expenditure per household,All classes,Veterinarian and other services,v64476251,1.1.1.94,153
2011,Canada,Average expenditure per household,All classes,Veterinarian and other services,v64476251,1.1.1.94,273
2012,Canada,Average expenditure per household,All classes,Veterinarian and other services,v64476251,1.1.1.94,255
2013,Canada,Average expenditure per household,All classes,Veterinarian and other services,v64476251,1.1.1.94,261
2014,Canada,Average expenditure per household,All classes,Veterinarian and other services,v64476251,1.1.1.94,257
2010,Canada,Average expenditure per household,All classes,Household cleaning supplies and equipment,v64476252,1.1.1.95,232
2011,Canada,Average expenditure per household,All classes,Household cleaning supplies and equipment,v64476252,1.1.1.95,225
2012,Canada,Average expenditure per household,All classes,Household cleaning supplies and equipment,v64476252,1.1.1.95,205
2013,Canada,Average expenditure per household,All classes,Household cleaning supplies and equipment,v64476252,1.1.1.95,209
2014,Canada,Average expenditure per household,All classes,Household cleaning supplies and equipment,v64476252,1.1.1.95,184
2010,Canada,Average expenditure per household,All classes,Detergent and other soaps,v64476253,1.1.1.96,104
2011,Canada,Average expenditure per household,All classes,Detergent and other soaps,v64476253,1.1.1.96,90
2012,Canada,Average expenditure per household,All classes,Detergent and other soaps,v64476253,1.1.1.96,85
2013,Canada,Average expenditure per household,All classes,Detergent and other soaps,v64476253,1.1.1.96,99
2014,Canada,Average expenditure per household,All classes,Detergent and other soaps,v64476253,1.1.1.96,77
2010,Canada,Average expenditure per household,All classes,Cleaning equipment (non-electric),v64476255,1.1.1.98,21
2011,Canada,Average expenditure per household,All classes,Cleaning equipment (non-electric),v64476255,1.1.1.98,21
2012,Canada,Average expenditure per household,All classes,Cleaning equipment (non-electric),v64476255,1.1.1.98,19
2013,Canada,Average expenditure per household,All classes,Cleaning equipment (non-electric),v64476255,1.1.1.98,16
2014,Canada,Average expenditure per household,All classes,Cleaning equipment (non-electric),v64476255,1.1.1.98,15
2010,Canada,Average expenditure per household,All classes,Other household cleaning supplies,v64476254,1.1.1.97,107
2011,Canada,Average expenditure per household,All classes,Other household cleaning supplies,v64476254,1.1.1.97,114
2012,Canada,Average expenditure per household,All classes,Other household cleaning supplies,v64476254,1.1.1.97,101
2013,Canada,Average expenditure per household,All classes,Other household cleaning supplies,v64476254,1.1.1.97,94
2014,Canada,Average expenditure per household,All classes,Other household cleaning supplies,v64476254,1.1.1.97,92
2010,Canada,Average expenditure per household,All classes,"Paper, plastic and foil supplies",v64476256,1.1.1.99,344
2011,Canada,Average expenditure per household,All classes,"Paper, plastic and foil supplies",v64476256,1.1.1.99,311
2012,Canada,Average expenditure per household,All classes,"Paper, plastic and foil supplies",v64476256,1.1.1.99,306
2013,Canada,Average expenditure per household,All classes,"Paper, plastic and foil supplies",v64476256,1.1.1.99,317
2014,Canada,Average expenditure per household,All classes,"Paper, plastic and foil supplies",v64476256,1.1.1.99,320
2010,Canada,Average expenditure per household,All classes,Stationery (excluding school supplies),v64476257,1.1.1.100,125
2011,Canada,Average expenditure per household,All classes,Stationery (excluding school supplies),v64476257,1.1.1.100,112
2012,Canada,Average expenditure per household,All classes,Stationery (excluding school supplies),v64476257,1.1.1.100,101
