Geography,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,"Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Calgary, Alberta [48825] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] ","Edmonton, Alberta [48835] "
Type of dwelling,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions,Total dwellings,Total dwellings,"Singles, includes mobile homes","Singles, includes mobile homes",Cottages,Cottages,Doubles,Doubles,Rows,Rows,Apartments,Apartments,Conversions,Conversions
Estimates,Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)",Number of units,"Dollars (x 1,000) (2)"
May-1987,26531,1847390,16021,1340788,317,12723,904,46206,852,43039,7725,391452,712,13182,1090,82442,996,77379,4,111,23,1373,0,0,64,3453,3,126,377,30402,350,29397,0,0,6,410,0,0,20,500,1,95,334,24494,317,24092,0,0,2,102,0,0,15,300,0,0
Jun-1987,25292,1800167,14719,1244004,299,11208,1061,66111,1841,102981,6872,365617,500,10246,1374,94263,1135,85901,7,163,28,1599,128,3631,72,2857,4,112,444,34554,374,33192,0,0,4,270,61,970,4,100,1,22,426,28538,321,24230,0,0,10,446,45,1742,50,2120,0,0
Jul-1987,20801,1485029,12187,1023461,266,10308,771,46795,1202,63347,5748,326716,627,14402,1121,86484,1009,80800,13,336,20,1171,46,2627,31,1541,2,9,365,33464,358,32783,0,0,4,321,3,360,0,0,0,0,315,24056,307,23734,0,0,6,313,0,0,0,0,2,9
Aug-1987,20435,1465712,11047,945362,183,7737,569,29860,1756,91162,6438,383816,442,7775,1134,78906,809,64353,2,74,20,1403,99,4665,199,8271,5,140,478,33199,265,23677,0,0,4,308,68,3634,140,5500,1,80,220,17000,212,16610,0,0,4,202,0,0,4,188,0,0
Sep-1987,23381,1614816,11322,991443,216,9243,969,57059,1359,74454,8860,469015,655,13602,1175,84458,871,67949,1,50,32,2279,86,6348,176,7585,9,247,381,33872,280,25658,0,0,20,1684,75,5898,3,528,3,104,303,22183,262,20110,0,0,8,335,0,0,30,1729,3,9
Oct-1987,20123,1408128,9842,891729,154,6406,932,56953,1745,102617,6870,336142,580,14281,771,61198,650,54229,4,115,22,1756,25,1392,69,3699,1,7,296,26877,277,24997,0,0,14,1406,2,320,2,147,1,7,95,7689,91,7524,0,0,0,0,0,0,4,165,0,0
Nov-1987,16798,1165421,7412,655439,75,3688,816,44712,820,51204,7239,403166,436,7212,751,56731,630,50260,1,50,62,3144,12,930,46,2347,0,0,230,20613,219,19662,0,0,8,651,3,300,0,0,0,0,262,18858,205,16032,0,0,48,2196,9,630,0,0,0,0
Dec-1987,12732,900620,5261,483724,120,4778,359,20439,1250,69753,5325,313786,417,8140,596,47361,565,45429,8,70,12,1126,4,436,7,300,0,0,248,23078,244,22670,0,0,4,408,0,0,0,0,0,0,185,13712,181,13276,0,0,0,0,4,436,0,0,0,0
Jan-1988,10164,730801,4090,390399,21,726,302,17574,843,55306,4371,256900,537,9896,443,33972,398,31698,3,83,6,546,11,742,17,776,8,127,158,14075,151,13389,0,0,4,356,3,330,0,0,0,0,166,11777,152,11144,0,0,0,0,0,0,12,546,2,87
Feb-1988,13883,998265,6589,619838,35,1708,491,29274,951,51957,5146,284111,671,11377,621,48628,531,44621,2,47,6,354,68,2786,14,820,0,0,283,24229,221,21535,0,0,2,196,60,2498,0,0,0,0,215,16653,202,15935,0,0,2,78,0,0,11,640,0,0
Mar-1988,24193,1768236,12882,1158634,93,4075,1058,61730,1314,73151,8182,454733,664,15913,1029,78905,939,75945,7,154,14,792,0,0,52,1882,17,132,270,26129,268,25915,0,0,2,214,0,0,0,0,0,0,420,30815,376,29226,0,0,2,142,0,0,42,1447,0,0
Apr-1988,25449,1951224,15538,1410177,240,9976,767,43671,1634,104309,6735,369063,535,14028,1146,87471,963,78910,9,207,37,2453,126,4954,10,927,1,20,377,31433,278,26894,0,0,14,1222,85,3317,0,0,0,0,364,28071,332,26763,3,103,13,719,16,486,0,0,0,0
May-1988,25669,2008907,16410,1510557,354,14099,731,40493,1337,86691,6401,348886,436,8181,1340,100058,1114,88634,16,334,54,3578,80,3606,69,3862,7,44,371,35193,347,33590,0,0,12,1103,0,0,12,500,0,0,503,36740,427,33390,1,18,18,791,37,1445,15,1092,5,4
Jun-1988,25031,1991796,14716,1392762,385,14926,825,47859,1252,73433,7317,449391,536,13425,1146,92299,1016,84917,12,337,26,1690,24,1368,64,3928,4,59,379,35837,339,32540,0,0,12,977,0,0,28,2320,0,0,408,31546,372,29745,2,60,0,0,22,1276,8,406,4,59
Jul-1988,18645,1503261,11339,1093217,251,10432,656,37864,1127,69294,4897,283974,375,8480,976,76733,869,70830,7,161,25,1793,42,2094,32,1845,1,10,377,33822,326,30908,0,0,12,995,38,1909,0,0,1,10,317,23796,294,22378,2,94,3,240,4,185,14,899,0,0
Aug-1988,22081,1688833,12224,1168658,259,11180,716,38939,1739,109404,6636,348654,507,11998,999,83482,874,74898,1,12,18,1587,60,4866,40,2050,6,69,424,39225,347,32847,0,0,14,1369,60,4866,2,134,1,9,326,26663,319,26493,0,0,2,110,0,0,0,0,5,60
Sep-1988,21838,1740972,10956,1049684,219,9747,674,39720,1878,124760,7800,510966,311,6095,1253,83068,758,63727,5,147,44,2970,118,5437,323,10697,5,90,402,31532,294,27091,0,0,20,1758,12,700,76,1983,0,0,520,30251,268,22042,2,95,4,169,71,2840,174,5100,1,5
Oct-1988,17305,1295302,9226,892794,160,7176,539,32093,1216,68745,5758,286947,406,7547,869,66489,588,50415,4,98,36,2290,195,11772,46,1914,0,0,448,37932,271,26765,0,0,12,1023,165,10144,0,0,0,0,127,10043,112,9028,1,75,0,0,0,0,14,940,0,0
Nov-1988,16646,1369666,9105,938410,98,5644,680,38343,1302,86632,5130,290255,331,10382,826,62492,690,55499,1,45,32,1713,64,2743,39,2492,0,0,293,24924,232,22335,0,0,2,132,59,2457,0,0,0,0,303,22450,292,21800,0,0,4,235,0,0,7,415,0,0
Dec-1988,13228,1149074,6286,701498,68,2847,345,21997,1116,69923,5029,345424,384,7385,528,41807,499,40010,0,0,10,947,0,0,18,844,1,6,216,20110,208,19251,0,0,8,859,0,0,0,0,0,0,184,13555,181,13149,0,0,0,0,0,0,2,400,1,6
Jan-1989,10025,893704,5395,630219,34,1616,423,24096,891,52188,2829,175168,453,10417,582,48078,490,43473,0,0,64,3426,28,1179,0,0,0,0,221,21726,221,21726,0,0,0,0,0,0,0,0,0,0,245,17875,159,13620,0,0,62,3266,24,989,0,0,0,0
Feb-1989,12709,1215503,7739,902720,78,5465,442,29813,820,55640,3365,209206,265,12659,839,64699,673,57214,1,3,8,566,13,566,144,6350,0,0,375,33368,366,32958,0,0,2,164,7,246,0,0,0,0,372,25169,222,18417,0,0,6,402,0,0,144,6350,0,0
Mar-1989,22099,1888354,13186,1431373,77,4475,870,51117,1162,63758,6447,328928,357,8703,1328,106188,1082,95684,1,15,16,1089,179,7443,50,1957,0,0,575,53485,505,49995,0,0,8,642,62,2848,0,0,0,0,445,32131,359,29039,0,0,8,447,78,2645,0,0,0,0
Apr-1989,23622,2171004,15354,1666944,217,10592,897,57378,1355,84409,5529,344377,270,7304,1471,123798,1278,111486,5,149,44,2840,123,8494,20,734,1,95,710,64659,598,56470,0,0,10,645,90,7194,12,350,0,0,381,30693,360,29455,1,28,20,1210,0,0,0,0,0,0
May-1989,24038,2048494,14696,1515648,333,17519,780,48969,2125,142021,5709,315668,395,8669,1781,142403,1545,131945,4,108,42,2215,85,4311,94,3544,11,280,685,60682,545,53591,0,0,24,1220,81,4116,34,1700,1,55,636,50825,629,50410,1,55,6,360,0,0,0,0,0,0
Jun-1989,21351,1858925,12597,1313776,362,18710,748,43204,889,57341,6334,415887,421,10007,1522,122397,1284,111098,7,135,20,1092,11,746,198,9221,2,105,523,48367,467,45458,0,0,4,312,0,0,51,2590,1,7,574,43674,463,38559,1,30,6,260,7,596,97,4229,0,0
Jul-1989,18671,1664169,11127,1196416,253,11814,631,47242,1121,81227,5346,321146,193,6324,1346,111413,1136,98603,7,61,108,8250,40,2226,55,2273,0,0,471,44851,467,44499,0,0,4,352,0,0,0,0,0,0,412,34169,371,31712,0,0,14,866,27,1591,0,0,0,0
Aug-1989,20223,1720490,11363,1174772,234,12767,558,34607,1353,90567,6374,393707,341,14070,1111,93030,970,84338,4,24,20,1931,104,6250,13,487,0,0,430,39906,364,34474,0,0,6,566,60,4866,0,0,0,0,407,32795,356,31062,1,4,6,345,44,1384,0,0,0,0
Sep-1989,18789,1608847,10292,1106372,171,9248,639,39868,1354,87751,5915,353172,418,12436,1329,106102,1096,95212,3,105,44,2456,50,2692,132,5616,4,21,475,44046,464,43597,0,0,2,123,0,0,8,320,1,6,528,40642,357,32142,0,0,32,1819,50,2692,86,3974,3,15
Oct-1989,19461,1599705,10117,1064112,183,11742,721,44991,1338,96632,6801,374271,301,7957,1590,135720,1230,112163,4,61,54,4640,138,8237,164,10619,0,0,724,67807,614,57745,0,0,34,3730,72,5662,4,670,0,0,532,44098,355,33471,0,0,10,455,47,1825,120,8347,0,0
Nov-1989,17608,1521284,8991,975284,115,6287,599,37792,1655,125713,6009,369704,239,6504,1397,119702,1211,109442,5,120,48,3005,37,1776,92,5303,4,56,624,60376,620,60320,0,0,0,0,0,0,0,0,4,56,468,37281,385,33335,3,92,20,1078,37,1776,23,1000,0,0
Dec-1989,12454,1080645,5985,664246,36,2810,351,21595,928,63091,4982,325367,172,3536,1147,98299,1020,92561,2,45,18,1015,48,3392,55,1204,4,82,652,59722,610,56700,0,0,0,0,35,2634,3,306,4,82,364,29368,296,27352,0,0,8,500,8,618,52,898,0,0
Jan-1990,12235,1183777,6648,785741,41,1668,307,20158,979,68892,4029,302810,231,4508,1384,121904,1170,110425,4,83,6,492,16,1600,188,9304,0,0,679,64465,623,60805,0,0,2,307,16,1600,38,1753,0,0,448,38984,377,36124,1,35,0,0,0,0,70,2825,0,0
Feb-1990,14382,1264653,8119,897367,67,3295,495,35977,1306,78828,4176,242681,219,6505,1634,145028,1448,138487,2,46,4,314,36,1504,115,3617,29,1060,716,70839,677,69132,0,0,2,196,30,1255,6,250,1,6,716,58094,571,53306,0,0,2,118,6,249,109,3367,28,1054
Mar-1990,21701,1902786,13189,1429215,125,6318,927,69257,1576,104754,5351,277486,533,15756,2511,240143,2237,222838,10,399,64,4730,93,4407,105,7738,2,31,1101,112130,945,101769,0,0,8,630,61,3050,87,6681,0,0,893,84677,843,81727,1,50,26,2223,16,430,6,246,1,1
Apr-1990,21903,1918288,13222,1382525,202,10266,943,60154,1931,146025,5321,311735,284,7583,2261,204958,1842,182861,13,336,42,2676,172,7653,191,11318,1,114,786,76870,612,69108,0,0,2,109,172,7653,0,0,0,0,801,74406,685,67333,0,0,14,971,0,0,102,6102,0,0
May-1990,20404,1766595,12147,1271888,352,17421,749,50143,1376,104678,5505,316563,275,5902,2050,179050,1545,150273,17,809,30,2584,63,4606,394,20636,1,142,744,65844,374,43642,0,0,2,188,52,4018,316,17996,0,0,740,68161,656,64934,0,0,6,491,4,236,74,2500,0,0
Jun-1990,15551,1359235,8900,956195,316,14517,623,46730,1374,106155,3958,225576,380,10062,1278,118585,1047,101955,7,188,66,7378,82,5609,76,3455,0,0,406,38684,273,30120,0,0,10,898,61,4856,62,2810,0,0,428,40620,401,39398,1,90,6,262,12,375,8,495,0,0
Jul-1990,12530,1068056,6975,745130,311,13621,541,36905,1031,74960,3368,189425,304,8015,1178,106202,941,95450,18,408,36,2448,40,1400,140,6376,3,120,309,34537,292,33732,0,0,6,405,0,0,8,280,3,120,442,38551,302,32264,1,70,8,537,40,1400,91,4280,0,0
Aug-1990,13711,1159519,7233,790752,252,11226,607,38839,1653,115644,3691,198612,275,4446,1207,102002,828,78301,8,318,56,4320,254,15471,56,3280,5,312,430,36045,284,28990,0,0,6,428,140,6627,0,0,0,0,342,28503,244,24059,1,120,12,620,41,1844,40,1600,4,260
Sep-1990,11483,961854,6227,646787,195,8641,558,39497,739,49861,3400,208688,364,8380,1079,95202,802,78070,2,60,38,2462,94,6128,132,8219,11,263,392,38691,292,32361,0,0,12,633,86,5672,0,0,2,25,279,25984,214,21823,0,0,2,140,8,456,54,3560,1,5
Oct-1990,14343,1150487,6478,676702,146,6857,556,35614,1060,72727,5771,348601,332,9986,1184,103758,900,87724,5,187,30,1810,75,4457,172,9540,2,40,431,43143,353,37354,0,0,6,411,49,3138,21,2200,2,40,384,32614,266,26836,1,37,14,820,0,0,103,4921,0,0
Nov-1990,10268,773561,4562,490331,79,3399,412,26307,1076,66237,3696,177722,443,9565,933,74782,622,58934,2,140,48,2759,76,3893,185,9056,0,0,337,31376,263,27247,0,0,12,724,0,0,62,3405,0,0,314,22218,144,14241,1,100,24,1278,51,2848,94,3751,0,0
Dec-1990,6433,489706,2265,248394,33,1449,220,14160,689,52928,2893,166054,333,6721,539,48220,390,38061,1,60,18,919,23,1475,100,7470,7,235,200,18805,164,16788,0,0,0,0,0,0,31,1792,5,225,186,17730,118,12172,0,0,2,107,0,0,65,5446,1,5
Jan-1991,4509,373337,1941,230588,51,2095,194,14091,424,31511,1564,86780,335,8272,494,44387,362,35012,1,40,10,885,65,4416,15,714,41,3320,182,17402,173,16857,0,0,2,178,0,0,7,367,0,0,191,16604,116,11643,0,0,2,198,65,4416,8,347,0,0
Feb-1991,8072,615212,3372,360057,26,1314,334,23921,708,42975,3279,179282,353,7663,662,58479,529,52302,1,35,14,871,0,0,111,5190,7,81,300,29499,256,27580,0,0,0,0,0,0,41,1900,3,19,179,16024,159,14982,0,0,6,406,0,0,14,636,0,0
Mar-1991,12101,1005732,6315,666975,68,2534,469,32293,1316,89050,3656,208539,277,6341,961,91728,831,85059,2,60,26,1692,50,2222,45,2535,7,160,399,43072,357,40490,0,0,4,311,0,0,38,2271,0,0,235,22311,214,21309,0,0,4,302,10,540,0,0,7,160
Apr-1991,19340,1639075,11265,1175977,164,7177,899,62079,1249,87342,5281,295796,482,10704,1611,149196,1292,124914,11,360,74,4659,8,456,215,18357,11,450,546,63725,504,54119,0,0,8,639,8,456,26,8511,0,0,547,44434,388,36012,1,81,40,2472,0,0,109,5469,9,400
May-1991,18084,1657367,11574,1271131,290,12257,794,53135,1446,102789,3564,207126,416,10929,1520,139607,1293,126496,7,160,66,4311,73,4994,80,3551,1,95,545,54894,469,51346,0,0,2,157,0,0,74,3391,0,0,488,44916,411,39626,0,0,22,1570,48,3465,6,160,1,95
Jun-1991,16328,1500656,9761,1107073,281,10505,758,53521,1313,90809,3927,232800,288,5948,1452,123571,1059,102728,18,418,62,3682,136,9793,176,6931,1,19,544,52732,393,41968,0,0,8,622,136,9793,6,330,1,19,445,34415,285,28296,0,0,20,1110,0,0,140,5009,0,0
Jul-1991,16382,1499329,9248,1056066,241,7560,717,53724,1279,88094,4375,273720,522,20165,1516,136770,1137,112630,6,190,92,6245,26,1455,125,9404,130,6846,477,51193,406,44808,0,0,2,182,0,0,68,6197,1,6,614,49809,363,35469,0,0,56,3853,26,1455,41,2292,128,6740
Aug-1991,14736,1294196,8174,920299,210,8410,723,50539,979,73142,4419,237722,231,4084,1165,108859,1042,102357,5,118,40,3119,5,200,72,3047,1,18,420,45485,405,44709,0,0,4,283,5,200,5,275,1,18,342,32528,319,31686,2,50,6,443,0,0,15,349,0,0
Sep-1991,16261,1425125,8673,975907,176,6926,1216,92094,1876,126842,4032,216480,288,6876,1376,113685,980,93977,10,470,58,3852,148,7802,180,7584,0,0,397,40585,346,36785,0,0,8,600,0,0,43,3200,0,0,522,37911,287,27409,3,249,8,521,136,7252,88,2480,0,0
Oct-1991,16877,1428263,7667,846496,172,7279,775,55093,1765,120029,6153,392495,345,6871,1236,111746,1001,97036,11,602,46,3037,11,529,160,10215,7,327,468,46601,392,40312,0,0,2,147,8,400,60,5475,6,267,402,34768,298,29661,5,449,10,541,0,0,88,4057,1,60
Nov-1991,15378,1406045,7016,897973,73,2872,990,73349,1944,125922,4984,295165,371,10764,999,84511,725,70327,3,153,70,4682,37,2288,148,6483,16,578,416,38281,355,35260,0,0,10,598,0,0,51,2423,0,0,296,26147,217,21818,0,0,14,1041,37,2288,28,1000,0,0
Dec-1991,8514,671172,3371,376858,31,1787,709,49883,1761,115386,2369,123061,273,4197,1001,77166,613,58221,0,0,36,2279,219,10483,127,6042,6,141,566,41922,294,28925,0,0,20,1148,219,10483,29,1280,4,86,311,25062,212,20076,0,0,6,424,0,0,93,4562,0,0
Jan-1992,7806,669874,3280,385411,34,1237,335,25796,1031,76605,2852,173462,274,7363,942,82376,725,72032,5,212,42,2812,46,2032,121,5142,3,146,407,41354,365,38767,0,0,4,308,0,0,37,2223,1,56,299,25075,231,21992,0,0,2,120,46,2032,19,891,1,40
Feb-1992,10919,909194,4965,553601,33,1091,466,36441,1595,108281,3513,200925,347,8855,1227,117412,1078,108107,2,60,42,2732,15,675,88,5750,2,88,627,63374,562,59259,0,0,14,1170,9,425,42,2520,0,0,335,30971,290,28062,0,0,14,771,0,0,30,2128,1,10
Mar-1992,17291,1539755,9275,1044325,56,2708,1044,66777,1681,130126,4893,288853,342,6966,2032,186053,1672,164268,0,0,88,5730,22,1313,245,14651,5,91,911,90673,810,83735,0,0,22,1425,0,0,78,5505,1,8,648,56277,489,47558,0,0,22,1260,13,629,121,6752,3,78
Apr-1992,17954,1620101,10842,1202869,97,4289,1011,71369,1242,89987,4283,240027,479,11560,2001,190224,1678,168858,2,74,48,3501,94,6137,153,11239,26,415,839,85527,669,73991,0,0,10,1038,94,6137,40,3946,26,415,646,59737,553,53377,1,50,12,819,0,0,80,5491,0,0
May-1992,18063,1609620,10644,1162745,246,10104,817,56493,1493,116099,4588,256702,275,7477,1907,174674,1571,159462,5,226,74,4608,76,4136,176,6187,5,55,616,66222,563,63797,0,0,6,408,0,0,44,1969,3,48,804,67441,599,59015,1,41,12,804,68,3756,122,3818,2,7
Jun-1992,17518,1583619,10349,1152713,244,10053,899,70334,1675,121547,4032,220007,319,8965,1875,171163,1439,145318,11,305,58,4253,104,6142,243,13654,20,1491,638,66678,537,60648,0,0,4,338,97,5692,0,0,0,0,653,57064,476,46668,2,56,42,3057,0,0,113,5792,20,1491
Jul-1992,14429,1310460,8279,918324,245,9129,636,46620,1286,90698,3751,240469,232,5220,1693,147123,1248,123513,8,106,82,5316,160,9089,193,9061,2,38,441,47215,430,46563,0,0,4,232,0,0,7,420,0,0,671,54499,423,42105,1,15,40,2436,47,2751,160,7192,0,0
Aug-1992,13675,1213154,7728,850485,213,7902,680,48005,1220,81181,3582,220717,252,4864,1433,130893,1112,112210,12,200,61,4293,55,2180,186,11882,7,128,478,48679,396,44485,1,10,14,1055,51,2020,16,1109,0,0,494,43359,356,34693,0,0,22,1422,0,0,112,7172,4,72
Sep-1992,15250,1310797,8273,902921,194,8024,858,61209,1902,124324,3695,205367,328,8952,1798,158984,1443,139454,2,75,84,6327,191,9430,74,3659,4,39,554,59122,525,57340,0,0,6,539,0,0,20,1209,3,34,664,54331,527,47527,0,0,36,2479,80,3640,20,680,1,5
Oct-1992,15195,1374068,8380,928179,141,5504,984,76591,1741,117029,3748,241641,201,5124,2029,166990,1430,138186,4,125,132,9593,264,14450,198,4619,1,17,748,68768,567,59043,0,0,28,2288,140,6690,13,747,0,0,720,52596,457,43489,0,0,42,3031,60,3496,161,2580,0,0
Nov-1992,11906,1073926,6310,735847,76,3602,889,72267,1204,78938,3193,178720,234,4552,1622,137355,1138,111681,1,48,62,4959,230,11145,181,9373,10,149,590,59075,472,50742,0,0,4,330,113,7983,0,0,1,20,648,51676,403,38069,1,48,40,3217,36,2141,160,8127,8,74
Dec-1992,9041,795386,4182,508735,50,2548,751,59600,1070,66020,2626,149713,362,8770,1035,88271,758,75024,2,40,64,5081,102,5032,107,3013,2,81,403,39817,335,36146,0,0,2,130,59,3150,6,330,1,61,394,29303,256,24357,0,0,16,1245,43,1882,79,1819,0,0
Jan-1993,6459,591941,3093,390068,33,1271,314,26050,1216,83747,1590,87376,213,3429,1067,78755,620,60949,1,14,15,1036,244,12258,183,4468,4,30,482,39550,307,31968,0,0,0,0,167,7362,8,220,0,0,431,27271,195,19132,0,0,2,115,66,4382,164,3612,4,30
Feb-1993,8208,766798,4613,549725,31,1410,440,33567,1045,77556,1878,101272,201,3268,1241,109719,950,95768,3,106,38,2515,110,6225,138,5079,2,26,529,47638,411,43167,0,0,0,0,18,1175,100,3296,0,0,472,40256,337,33250,0,0,20,1244,79,4120,35,1633,1,9
Mar-1993,14600,1322413,7904,898928,60,2480,1013,73434,1489,112814,3833,228297,301,6460,1720,161659,1421,144588,2,105,100,6774,186,9900,6,204,5,88,629,65147,566,60825,0,0,4,304,53,3814,6,204,0,0,644,56608,486,47274,0,0,68,4367,88,4959,0,0,2,8
Apr-1993,17677,1566721,9751,1059356,130,5548,1030,74587,2116,161137,4391,259340,259,6753,1915,169289,1399,141658,9,263,70,4962,188,12670,246,9566,3,170,547,56910,468,52754,0,0,6,484,59,3001,12,574,2,97,661,54684,441,43896,2,40,18,1200,95,6535,105,3013,0,0
May-1993,16071,1465914,9786,1080852,219,8598,927,63147,1773,129201,3011,175952,355,8164,1795,164008,1393,139837,6,200,66,4627,213,13017,105,5671,12,656,560,58517,475,51830,0,0,8,611,59,4955,9,500,9,621,657,56958,492,48272,0,0,14,846,126,6592,24,1243,1,5
Jun-1993,16389,1523539,9767,1120486,225,7136,812,58551,1591,116434,3619,211977,375,8955,1696,156978,1401,140112,10,241,94,6430,116,6722,66,3214,9,259,544,59344,505,56263,0,0,2,238,31,2552,3,160,3,131,551,46405,406,38550,0,0,50,3311,55,2702,36,1797,4,45
Jul-1993,14482,1324406,7798,897798,232,9787,682,52435,1578,106942,3793,244361,399,13083,1692,147056,1225,123472,8,222,77,5374,166,9314,214,8664,2,10,530,54334,441,48495,0,0,6,536,78,5099,4,200,1,4,636,44905,336,32419,1,42,34,1953,82,3885,182,6600,1,6
Aug-1993,14458,1294451,7735,853228,191,7485,1005,76445,1361,92634,3856,253267,310,11392,1982,166523,1346,130432,5,223,154,10974,154,8661,287,13488,36,2745,469,49065,435,46565,0,0,4,312,10,949,16,1203,4,36,807,57369,400,35680,0,0,80,5538,97,4805,199,8812,31,2534
Sep-1993,14719,1307966,8079,905430,194,8928,984,73150,1804,130058,3325,184343,333,6057,1829,156976,1380,136888,9,289,66,4910,83,5679,287,9148,4,62,573,59528,514,55653,0,0,6,572,39,2553,14,750,0,0,682,47268,399,37560,2,64,24,1513,41,2891,214,5200,2,40
Oct-1993,12978,1148336,6855,761849,130,5670,942,67851,1840,130317,2946,176333,265,6316,1917,155946,1206,120027,9,297,126,8688,173,9784,390,16875,13,275,548,55927,449,50140,0,0,24,1865,69,3852,0,0,6,70,746,51963,351,32030,3,98,44,2745,104,5932,243,11153,1,5
Nov-1993,13088,1170100,6154,718520,59,2845,928,71772,1586,107424,3798,250515,563,19024,1450,130461,1234,117091,5,360,55,4603,110,6503,42,1773,4,131,589,58505,518,54748,0,0,2,150,67,3500,0,0,2,107,452,35374,389,31858,1,120,14,991,26,1776,20,605,2,24
Dec-1993,9347,829735,4109,485586,40,1656,495,37175,1035,74371,3377,223589,291,7358,1255,107380,910,93034,5,100,48,3447,69,4158,186,5639,37,1002,492,50411,413,46517,0,0,4,278,44,2734,0,0,31,882,483,32707,285,26177,1,25,2,131,22,1274,173,5100,0,0
Jan-1994,6661,614529,2939,367686,40,1917,414,30040,773,62622,2217,143747,278,8517,781,68877,632,62066,1,150,28,2049,4,231,107,4161,9,220,372,37757,364,37100,0,0,8,657,0,0,0,0,0,0,216,17118,154,14274,1,150,6,473,4,231,46,1870,5,120
Feb-1994,8879,806956,4126,493597,45,1906,529,38994,1186,80085,2722,185237,271,7137,1040,90204,754,74505,3,110,15,1189,230,12930,35,1444,3,26,465,46580,362,39361,0,0,4,374,95,6580,4,265,0,0,271,21774,227,19732,0,0,0,0,20,1119,23,918,1,5
Mar-1994,15902,1496721,9208,1063998,70,3009,1704,138475,1407,104311,3194,176020,319,10908,1929,175614,1504,153152,7,257,78,5802,133,8000,195,8049,12,354,683,72033,653,70322,0,0,6,587,0,0,15,830,9,294,643,48065,396,37143,0,0,24,1707,75,4061,145,5094,3,60
Apr-1994,18737,1718505,11493,1272184,119,5014,1606,123325,1239,91384,3965,219453,315,7145,2232,197955,1673,169467,8,188,124,8703,170,11623,250,7854,7,120,806,81183,626,70367,0,0,8,571,112,7477,56,2693,4,75,715,50434,419,38273,1,40,59,4124,50,3446,184,4511,2,40
May-1994,18997,1867811,12021,1392682,205,9051,1443,116771,1789,132773,3259,210866,280,5668,2163,199954,1648,170916,17,639,88,7117,192,13256,215,7898,3,128,806,78143,595,67517,0,0,12,1042,65,5959,133,3620,1,5,539,47603,423,41539,1,101,32,2321,38,1888,44,1752,1,2
Jun-1994,18475,1769061,10436,1251721,224,8526,1086,82991,2699,202549,3555,210927,475,12347,2086,187784,1395,144347,9,160,116,8253,406,28339,156,6503,4,182,795,80044,493,57505,0,0,10,642,282,21204,8,566,2,127,592,46273,384,35986,1,15,24,1591,107,5750,76,2931,0,0
